epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,1305.6,1.30515,1.43569,1.1822,0.39017,0.35673,0.3227,0.19064,1.59841,2.20875,1.37672,8.70577e-05,8.70577e-05,8.70577e-05
84,1317.38,1.28804,1.42374,1.18138,0.3917,0.35279,0.32079,0.18991,1.60421,2.22258,1.37897,7.89327e-05,7.89327e-05,7.89327e-05
85,1328.9,1.31018,1.43659,1.18711,0.38397,0.35512,0.32031,0.18841,1.59737,2.22993,1.37403,7.12282e-05,7.12282e-05,7.12282e-05
86,1340.41,1.3056,1.43931,1.18186,0.38528,0.35307,0.31566,0.18591,1.60187,2.22852,1.37807,6.39518e-05,6.39518e-05,6.39518e-05
87,1352,1.29508,1.42832,1.18331,0.39465,0.35054,0.31636,0.18581,1.60236,2.2387,1.3774,5.71106e-05,5.71106e-05,5.71106e-05
88,1363.67,1.29586,1.39062,1.17273,0.38874,0.35915,0.3205,0.1869,1.60392,2.22008,1.37968,5.07115e-05,5.07115e-05,5.07115e-05
89,1375.45,1.30857,1.41527,1.18412,0.38882,0.35246,0.31606,0.18664,1.60675,2.23075,1.38247,4.47606e-05,4.47606e-05,4.47606e-05
90,1387.17,1.28187,1.40166,1.17774,0.40601,0.3505,0.31979,0.18851,1.60537,2.22579,1.38263,3.9264e-05,3.9264e-05,3.9264e-05
91,1407.15,1.33648,1.47079,1.19447,0.3578,0.34542,0.28757,0.16779,1.64483,2.33236,1.41408,3.4227e-05,3.4227e-05,3.4227e-05
92,1418.3,1.29398,1.37629,1.17617,0.35465,0.35149,0.29646,0.17263,1.6277,2.28782,1.40124,2.96546e-05,2.96546e-05,2.96546e-05
93,1429.8,1.27831,1.34613,1.17183,0.3671,0.34353,0.29897,0.17489,1.62027,2.27623,1.39639,2.55513e-05,2.55513e-05,2.55513e-05
94,1441.69,1.2859,1.33015,1.16709,0.36718,0.34635,0.30313,0.17862,1.61685,2.2737,1.39452,2.19212e-05,2.19212e-05,2.19212e-05
95,1453.88,1.28049,1.33561,1.17218,0.3771,0.34589,0.30655,0.17861,1.61643,2.25362,1.39066,1.87678e-05,1.87678e-05,1.87678e-05
96,1466.34,1.28197,1.33004,1.16876,0.38464,0.34056,0.3043,0.17813,1.61712,2.26038,1.39196,1.60943e-05,1.60943e-05,1.60943e-05
97,1477.97,1.27795,1.3362,1.16672,0.38004,0.34272,0.30707,0.179,1.61496,2.26028,1.38979,1.39032e-05,1.39032e-05,1.39032e-05
98,1488.98,1.27485,1.33185,1.16206,0.38007,0.34138,0.30834,0.17954,1.61463,2.26241,1.39149,1.21968e-05,1.21968e-05,1.21968e-05
99,1499.62,1.26722,1.30153,1.1569,0.38337,0.34468,0.30662,0.17857,1.61407,2.26838,1.39214,1.09768e-05,1.09768e-05,1.09768e-05
100,1510.47,1.26533,1.30489,1.15594,0.38308,0.34736,0.31016,0.18051,1.60987,2.26074,1.38785,1.02443e-05,1.02443e-05,1.02443e-05
